"region","income","happy","age","finrela","marital","degree","health","wrkstat","partyid","polviews","sex","year"
"MOUNTAIN","$15000 - 19999","PRETTY HAPPY",23,"FAR BELOW AVERAGE","DIVORCED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","NOT STR DEMOCRAT","CONSERVATIVE","FEMALE",2006
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",27,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2006
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",55,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",50,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR DEM","CONSERVATIVE","FEMALE",2006
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",63,"AVERAGE","DIVORCED","GRADUATE","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","MALE",2006
"MOUNTAIN","$20000 - 24999","PRETTY HAPPY",27,"BELOW AVERAGE","MARRIED","JUNIOR COLLEGE","GOOD","KEEPING HOUSE","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",42,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING PARTTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",36,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"MOUNTAIN","REFUSED","PRETTY HAPPY",41,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","SLIGHTLY LIBERAL","MALE",2006
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",45,"FAR BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","SLIGHTLY LIBERAL","MALE",2006
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",40,"ABOVE AVERAGE","MARRIED","BACHELOR",NA,"WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",42,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING PARTTIME","INDEPENDENT","MODERATE","FEMALE",2006
"MOUNTAIN","$25000 OR MORE","VERY HAPPY",41,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"MOUNTAIN","REFUSED","PRETTY HAPPY",47,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"MOUNTAIN","$25000 OR MORE","PRETTY HAPPY",44,"ABOVE AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",55,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",57,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","FAIR","RETIRED","IND NEAR DEM","MODERATE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",37,"AVERAGE","MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",44,"ABOVE AVERAGE","MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,44,NA,"DIVORCED","BACHELOR","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",68,"AVERAGE","NEVER MARRIED","BACHELOR",NA,"RETIRED","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,75,"AVERAGE","WIDOWED","HIGH SCHOOL","FAIR","RETIRED","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",30,"AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT",NA,"MALE",2006
"W. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",76,"AVERAGE","MARRIED","HIGH SCHOOL","FAIR","RETIRED","STRONG DEMOCRAT","MODERATE","MALE",2006
"W. NOR. CENTRAL","$5000 TO 5999",NA,85,NA,"MARRIED","LT HIGH SCHOOL","GOOD","RETIRED","STRONG REPUBLICAN","CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$6000 TO 6999","PRETTY HAPPY",49,"FAR BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","POOR","WORKING PARTTIME","NOT STR REPUBLICAN",NA,"MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",49,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","EXTRMLY CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$7000 TO 7999","PRETTY HAPPY",88,"AVERAGE","WIDOWED","BACHELOR","GOOD","RETIRED","NOT STR REPUBLICAN","LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",87,"AVERAGE","WIDOWED","LT HIGH SCHOOL","FAIR","RETIRED","STRONG REPUBLICAN","LIBERAL","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,70,NA,"MARRIED","BACHELOR","EXCELLENT","WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"W. NOR. CENTRAL","REFUSED",NA,65,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","RETIRED","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",73,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"RETIRED","NOT STR DEMOCRAT","MODERATE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",39,"AVERAGE","DIVORCED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","OTHER PARTY","LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,48,NA,"DIVORCED","HIGH SCHOOL","EXCELLENT","UNEMPL LAID OFF","IND NEAR REP","MODERATE","MALE",2006
"W. NOR. CENTRAL","$20000 - 24999",NA,26,NA,"NEVER MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"W. NOR. CENTRAL","$7000 TO 7999",NA,32,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","UNEMPL LAID OFF","INDEPENDENT",NA,"MALE",2006
"W. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",29,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR DEMOCRAT","CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",48,"AVERAGE","DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","OTHER PARTY","SLGHTLY CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,44,NA,"MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,47,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR DEM","SLGHTLY CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",60,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",2006
"W. NOR. CENTRAL","REFUSED","VERY HAPPY",62,"BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","POOR","RETIRED","INDEPENDENT","SLIGHTLY LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",46,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","POOR","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,39,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",53,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,69,NA,"MARRIED","HIGH SCHOOL","GOOD","RETIRED","NOT STR REPUBLICAN","CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,35,NA,"NEVER MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","INDEPENDENT","SLIGHTLY LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","REFUSED","VERY HAPPY",69,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","RETIRED","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$3000 TO 3999",NA,50,NA,"MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$7000 TO 7999","PRETTY HAPPY",71,"FAR BELOW AVERAGE","WIDOWED","HIGH SCHOOL","POOR","OTHER","INDEPENDENT",NA,"MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,62,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,55,NA,"MARRIED","GRADUATE","GOOD","WORKING FULLTIME","IND NEAR DEM","EXTREMELY LIBERAL","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,73,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","RETIRED","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",55,"AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$4000 TO 4999","PRETTY HAPPY",22,"FAR BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT",NA,"FEMALE",2006
"W. NOR. CENTRAL",NA,"NOT TOO HAPPY",42,"FAR BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","STRONG DEMOCRAT","EXTRMLY CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",61,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL","FAIR","WORKING FULLTIME","IND NEAR DEM","CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,56,NA,"DIVORCED","HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","$20000 - 24999","VERY HAPPY",24,"AVERAGE","MARRIED","JUNIOR COLLEGE","EXCELLENT","WORKING PARTTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",29,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","NOT STR DEMOCRAT",NA,"FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",30,"ABOVE AVERAGE","MARRIED","BACHELOR",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"W. NOR. CENTRAL",NA,NA,33,NA,"MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT","SLIGHTLY LIBERAL","MALE",2006
"E. NOR. CENTRAL","REFUSED","PRETTY HAPPY",30,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",40,"AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR DEM","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","LT $1000","NOT TOO HAPPY",46,"FAR BELOW AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","POOR","UNEMPL LAID OFF","IND NEAR DEM","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",38,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","REFUSED",NA,50,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",63,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT","SLGHTLY CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","VERY HAPPY",21,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",53,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","POOR","RETIRED","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",26,"AVERAGE","NEVER MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"E. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",44,"BELOW AVERAGE","SEPARATED","HIGH SCHOOL",NA,"UNEMPL LAID OFF","INDEPENDENT","LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",26,"AVERAGE","NEVER MARRIED","JUNIOR COLLEGE",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",30,"BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",54,"AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",68,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","FAIR","RETIRED","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$15000 - 19999",NA,25,NA,"NEVER MARRIED","BACHELOR","GOOD","WORKING PARTTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$15000 - 19999","NOT TOO HAPPY",22,"BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING PARTTIME","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",47,"ABOVE AVERAGE","MARRIED","JUNIOR COLLEGE","GOOD","WORKING FULLTIME","IND NEAR DEM","SLIGHTLY LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999",NA,49,NA,"DIVORCED","LT HIGH SCHOOL","POOR","OTHER","INDEPENDENT","CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",60,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","EXCELLENT","RETIRED","IND NEAR DEM","MODERATE","MALE",2006
"E. NOR. CENTRAL","$15000 - 19999","PRETTY HAPPY",25,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"SCHOOL","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",34,"AVERAGE","DIVORCED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",62,"BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","GOOD","OTHER","NOT STR DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,59,NA,"MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,34,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","IND NEAR DEM","CONSERVATIVE","MALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,54,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","OTHER PARTY","MODERATE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,30,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","KEEPING HOUSE","INDEPENDENT","EXTREMELY LIBERAL","FEMALE",2006
"E. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",25,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","NOT STR REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"E. NOR. CENTRAL","$25000 OR MORE",NA,48,NA,"MARRIED","HIGH SCHOOL","POOR","OTHER","STRONG REPUBLICAN","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$5000 TO 5999","NOT TOO HAPPY",49,"FAR BELOW AVERAGE","SEPARATED","LT HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR REP","CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",41,"ABOVE AVERAGE","MARRIED","BACHELOR","EXCELLENT","WORKING PARTTIME","NOT STR REPUBLICAN","SLIGHTLY LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,41,NA,"MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,51,NA,"MARRIED","LT HIGH SCHOOL","GOOD","WORKING FULLTIME","INDEPENDENT","SLIGHTLY LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","LT $1000","PRETTY HAPPY",49,"BELOW AVERAGE","SEPARATED","HIGH SCHOOL",NA,"KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,45,NA,"MARRIED","HIGH SCHOOL","FAIR","WORKING FULLTIME","STRONG REPUBLICAN",NA,"MALE",2006
"W. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",39,"FAR BELOW AVERAGE","MARRIED","HIGH SCHOOL","FAIR","WORKING PARTTIME","NOT STR REPUBLICAN","SLIGHTLY LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,36,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","NOT TOO HAPPY",38,"BELOW AVERAGE","SEPARATED","HIGH SCHOOL","GOOD","WORKING FULLTIME","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",61,"AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","MODERATE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",32,"AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,28,NA,"DIVORCED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","SLGHTLY CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$15000 - 19999","VERY HAPPY",75,"FAR BELOW AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"RETIRED","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$3000 TO 3999","PRETTY HAPPY",28,"AVERAGE","MARRIED","LT HIGH SCHOOL","FAIR","WORKING FULLTIME","INDEPENDENT","LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",41,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","WORKING FULLTIME","NOT STR REPUBLICAN","MODERATE","MALE",2006
"W. NOR. CENTRAL","$7000 TO 7999",NA,53,NA,"DIVORCED","LT HIGH SCHOOL","FAIR","OTHER","INDEPENDENT","CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$20000 - 24999","VERY HAPPY",60,"FAR BELOW AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","INDEPENDENT","CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$20000 - 24999","PRETTY HAPPY",58,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","POOR","RETIRED","NOT STR REPUBLICAN","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","REFUSED",NA,45,NA,NA,NA,"FAIR","WORKING FULLTIME",NA,NA,"MALE",2006
"W. NOR. CENTRAL","$15000 - 19999",NA,36,NA,"DIVORCED","HIGH SCHOOL","POOR","KEEPING HOUSE","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","REFUSED",NA,56,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL","POOR","RETIRED","INDEPENDENT","MODERATE","MALE",2006
"W. NOR. CENTRAL","$10000 - 14999","VERY HAPPY",20,"BELOW AVERAGE","NEVER MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","INDEPENDENT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$15000 - 19999",NA,42,NA,"DIVORCED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","INDEPENDENT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",83,"BELOW AVERAGE","WIDOWED","HIGH SCHOOL","GOOD","RETIRED","STRONG DEMOCRAT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$8000 TO 9999","VERY HAPPY",66,"BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL","FAIR","RETIRED","OTHER PARTY","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$4000 TO 4999","PRETTY HAPPY",85,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"RETIRED","STRONG DEMOCRAT","SLIGHTLY LIBERAL","MALE",2006
"W. NOR. CENTRAL","$7000 TO 7999","NOT TOO HAPPY",41,"FAR BELOW AVERAGE","DIVORCED","HIGH SCHOOL","FAIR","OTHER","IND NEAR REP","SLIGHTLY LIBERAL","MALE",2006
"W. NOR. CENTRAL","$7000 TO 7999","PRETTY HAPPY",67,"FAR BELOW AVERAGE","DIVORCED","LT HIGH SCHOOL",NA,"RETIRED","NOT STR DEMOCRAT",NA,"MALE",2006
"W. NOR. CENTRAL","$6000 TO 6999","NOT TOO HAPPY",69,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL",NA,"RETIRED","INDEPENDENT","MODERATE","MALE",2006
"W. NOR. CENTRAL","$7000 TO 7999","VERY HAPPY",86,"FAR BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","EXCELLENT","RETIRED","STRONG REPUBLICAN","SLGHTLY CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",54,"AVERAGE","MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","STRONG DEMOCRAT","SLGHTLY CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",71,"BELOW AVERAGE","MARRIED","LT HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","EXTRMLY CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",56,"BELOW AVERAGE","MARRIED","HIGH SCHOOL","GOOD","KEEPING HOUSE","IND NEAR REP","CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",47,"AVERAGE","SEPARATED","JUNIOR COLLEGE","EXCELLENT","WORKING FULLTIME","STRONG REPUBLICAN","CONSERVATIVE","FEMALE",2006
"W. NOR. CENTRAL","$10000 - 14999","PRETTY HAPPY",87,"BELOW AVERAGE","WIDOWED","LT HIGH SCHOOL","FAIR","RETIRED","STRONG REPUBLICAN","EXTRMLY CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,24,NA,"MARRIED","HIGH SCHOOL","EXCELLENT","WORKING FULLTIME","IND NEAR REP","CONSERVATIVE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",48,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"WORKING FULLTIME","STRONG DEMOCRAT","LIBERAL","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,28,NA,"NEVER MARRIED","BACHELOR","GOOD","WORKING FULLTIME","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","REFUSED","PRETTY HAPPY",66,"ABOVE AVERAGE","MARRIED","HIGH SCHOOL","FAIR","RETIRED","INDEPENDENT","MODERATE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","VERY HAPPY",35,"BELOW AVERAGE","DIVORCED","HIGH SCHOOL",NA,"WORKING FULLTIME","IND NEAR REP","MODERATE","MALE",2006
"W. NOR. CENTRAL","$25000 OR MORE","PRETTY HAPPY",26,"AVERAGE","MARRIED","HIGH SCHOOL",NA,"KEEPING HOUSE","IND NEAR DEM","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$25000 OR MORE",NA,56,NA,"MARRIED","HIGH SCHOOL","GOOD","RETIRED","NOT STR DEMOCRAT","MODERATE","FEMALE",2006
"W. NOR. CENTRAL","$15000 - 19999",NA,41,NA,"DIVORCED","HIGH SCHOOL","FAIR","WORKING FULLTIME","NOT STR DEMOCRAT","SLIGHTLY LIBERAL","FEMALE",2006
